time_period,new_la_code,la_name,all_progressed,all_pscore
2015,E09000014,Haringey,70.33636363636364,14.545454545454545
2015,E09000015,Harrow,82.22727272727273,19.181818181818183
2015,E09000016,Havering,57.85454545454545,-2.909090909090909
2015,E09000017,Hillingdon,64.33636363636364,9.727272727272727
2015,E09000018,Hounslow,67.82727272727273,9.181818181818182
2015,E09000019,Islington,76.425,16.0
2015,E09000020,Kensington and Chelsea,82.53636363636363,15.272727272727273
2015,E09000021,Kingston upon Thames,67.0909090909091,6.454545454545454
2015,E09000022,Lambeth,63.17272727272727,8.363636363636363
2015,E09000023,Lewisham,71.69090909090909,14.0
2015,E09000024,Merton,79.25,11.375
2015,E09000025,Newham,79.52727272727272,17.454545454545453
2015,E09000026,Redbridge,70.41818181818182,9.545454545454545
2015,E09000027,Richmond upon Thames,64.85454545454546,4.090909090909091
2015,E09000028,Southwark,74.625,8.375
2015,E09000029,Sutton,62.627272727272725,0.36363636363636365
2015,E09000030,Tower Hamlets,73.24545454545454,15.181818181818182
2015,E09000031,Waltham Forest,67.24545454545455,11.545454545454545
2015,E09000032,Wandsworth,72.12727272727273,13.272727272727273
2015,E09000033,Westminster,77.7,16.545454545454547
2015,E10000002,Buckinghamshire,64.14545454545454,-0.8181818181818182
2015,E10000003,Cambridgeshire,61.57272727272727,-3.4545454545454546
2015,E10000006,Cumbria,51.90909090909091,-6.363636363636363
2015,E10000007,Derbyshire,56.28181818181818,-3.6363636363636362
2015,E10000008,Devon,52.8,-8.818181818181818
2015,E10000009,Dorset,48.68181818181818,-10.181818181818182
2015,E10000011,East Sussex,45.63636363636363,-11.727272727272727
2015,E10000012,Essex,52.85454545454545,-7.454545454545454
2015,E10000013,Gloucestershire,55.61818181818182,-7.818181818181818
2015,E10000014,Hampshire,58.154545454545456,-4.909090909090909
2015,E10000015,Hertfordshire,61.48181818181818,1.3636363636363635
2015,E10000016,Kent,51.50909090909091,-6.2727272727272725
2015,E10000017,Lancashire,62.99090909090909,-0.36363636363636365
2015,E10000018,Leicestershire,58.73636363636364,-1.8181818181818181
2015,E10000019,Lincolnshire,55.972727272727276,-2.090909090909091
2015,E10000020,Norfolk,49.2,-9.090909090909092
2015,E10000021,Northamptonshire,53.6090909090909,-2.727272727272727
2015,E10000023,North Yorkshire,62.1,-1.6363636363636365
2015,E10000024,Nottinghamshire,56.04545454545455,-1.8181818181818181
2015,E10000025,Oxfordshire,55.99090909090909,-3.909090909090909
2015,E10000027,Somerset,52.1,-8.545454545454545
2015,E10000028,Staffordshire,56.14545454545455,-1.4545454545454546
2015,E10000029,Suffolk,51.0,-4.181818181818182
2015,E10000030,Surrey,60.50909090909091,-3.6363636363636362
2015,E10000031,Warwickshire,57.309090909090905,-4.090909090909091
2015,E10000032,West Sussex,52.42727272727273,-8.636363636363637
2015,E10000034,Worcestershire,59.14545454545455,-2.727272727272727
2016,E06000001,Hartlepool,60.46363636363637,4.181818181818182
2016,E06000002,Middlesbrough,68.28181818181818,11.090909090909092
2016,E06000003,Redcar and Cleveland,66.60000000000001,5.909090909090909
2016,E06000004,Stockton-on-Tees,71.41818181818182,6.2727272727272725
2016,E06000005,Darlington,63.27272727272727,-2.6363636363636362
2016,E06000006,Halton,50.25454545454545,-3.272727272727273
2016,E06000007,Warrington,56.93636363636363,-1.8181818181818181
2016,E06000008,Blackburn with Darwen,68.42727272727274,6.181818181818182
2016,E06000009,Blackpool,66.81818181818181,10.272727272727273
2016,E06000010,"Kingston upon Hull, City of",57.64545454545455,1.2727272727272727
2016,E06000011,East Riding of Yorkshire,55.190909090909095,-1.5454545454545454
2016,E06000012,North East Lincolnshire,48.83636363636364,-8.363636363636363
2016,E06000013,North Lincolnshire,49.472727272727276,-6.636363636363637
2016,E06000014,York,56.345454545454544,-2.909090909090909
2016,E06000015,Derby,60.309090909090905,1.5454545454545454
2016,E06000016,Leicester,68.46363636363637,9.818181818181818
2016,E06000017,Rutland,68.4875,-1.625
2016,E06000018,Nottingham,67.30909090909091,5.2727272727272725
2016,E06000019,"Herefordshire, County of",57.53636363636363,-7.545454545454546
2016,E06000020,Telford and Wrekin,56.95454545454545,-5.636363636363637
2016,E06000021,Stoke-on-Trent,64.39999999999999,4.090909090909091
2016,E06000022,Bath and North East Somerset,53.46363636363637,-6.636363636363637
2016,E06000023,"Bristol, City of",59.872727272727275,-5.818181818181818
2016,E06000024,North Somerset,56.845454545454544,-3.8181818181818183
2016,E06000025,South Gloucestershire,48.77272727272727,-8.090909090909092
2016,E06000026,Plymouth,53.5,-2.090909090909091
2016,E06000027,Torbay,54.40909090909091,-4.909090909090909
2016,E06000028,Bournemouth,66.6375,-2.75
2016,E06000029,Poole,56.17272727272727,-3.0
2016,E06000030,Swindon,44.1,-11.909090909090908
2016,E06000031,Peterborough,54.309090909090905,-1.8181818181818181
2016,E06000032,Luton,70.78181818181818,12.363636363636363
2016,E06000033,Southend-on-Sea,48.972727272727276,-10.272727272727273
2016,E06000034,Thurrock,54.31666666666666,-10.75
2016,E06000035,Medway,50.23636363636364,-6.636363636363637
2016,E06000036,Bracknell Forest,49.74545454545455,-8.181818181818182
2016,E06000037,West Berkshire,48.10909090909092,-9.454545454545455
2016,E06000038,Reading,69.275,1.125
2016,E06000039,Slough,69.48181818181818,5.7272727272727275
2016,E06000040,Windsor and Maidenhead,52.46363636363637,-7.363636363636363
2016,E06000041,Wokingham,68.175,-1.5
2016,E06000042,Milton Keynes,59.6,4.0
2016,E06000043,Brighton and Hove,60.72727272727273,-8.636363636363637
2016,E06000044,Portsmouth,44.2,-13.1
2016,E06000045,Southampton,53.2,-5.363636363636363
2016,E06000046,Isle of Wight,53.63636363636363,0.09090909090909091
2016,E06000047,County Durham,52.0,-5.2727272727272725
2016,E06000049,Cheshire East,56.13636363636363,-4.7272727272727275
2016,E06000050,Cheshire West and Chester,71.45454545454545,-0.09090909090909091
2016,E06000051,Shropshire,57.00909090909091,-6.7272727272727275
2016,E06000052,Cornwall,54.66363636363636,-5.181818181818182
2016,E06000054,Wiltshire,54.09090909090909,-6.545454545454546
2016,E06000055,Bedford,52.39090909090908,-3.727272727272727
2016,E06000056,Central Bedfordshire,52.5,-5.454545454545454
2016,E06000057,Northumberland,50.97272727272727,-4.909090909090909
2016,E08000001,Bolton,60.04545454545455,0.7272727272727273
2016,E08000002,Bury,60.3,4.454545454545454
2016,E08000003,Manchester,72.83636363636364,6.181818181818182
2016,E08000004,Oldham,73.31818181818181,10.727272727272727
2016,E08000005,Rochdale,61.1,0.7272727272727273
2016,E08000006,Salford,51.18181818181818,0.6363636363636364
2016,E08000007,Stockport,61.190909090909095,-5.545454545454546
2016,E08000008,Tameside,54.63636363636363,-5.181818181818182
2016,E08000009,Trafford,69.60000000000001,2.090909090909091
2016,E08000010,Wigan,62.29090909090908,-0.6363636363636364
2016,E08000011,Knowsley,36.04545454545455,-11.454545454545455
2016,E08000012,Liverpool,60.78181818181818,3.3636363636363638
2016,E08000013,St. Helens,60.92727272727273,-0.7272727272727273
2016,E08000014,Sefton,57.9,-0.2727272727272727
2016,E08000015,Wirral,65.52727272727273,0.18181818181818182
2016,E08000016,Barnsley,62.054545454545455,2.090909090909091
2016,E08000017,Doncaster,47.43636363636363,-7.454545454545454
2016,E08000018,Rotherham,59.77272727272727,-2.1818181818181817
2016,E08000019,Sheffield,64.00909090909092,2.909090909090909
2016,E08000021,Newcastle upon Tyne,60.27272727272727,2.909090909090909
2016,E08000022,North Tyneside,72.7,2.375
2016,E08000023,South Tyneside,59.345454545454544,1.4545454545454546
2016,E08000024,Sunderland,63.472727272727276,4.454545454545454
2016,E08000025,Birmingham,69.28181818181818,7.909090909090909
2016,E08000026,Coventry,60.4,3.909090909090909
2016,E08000027,Dudley,65.76363636363637,3.090909090909091
2016,E08000028,Sandwell,61.35454545454545,9.272727272727273
2016,E08000029,Solihull,63.654545454545456,2.1818181818181817
2016,E08000030,Walsall,58.3,3.5454545454545454
2016,E08000031,Wolverhampton,62.67272727272727,7.7272727272727275
2016,E08000032,Bradford,64.10909090909091,9.090909090909092
2016,E08000033,Calderdale,57.66363636363636,0.0
2016,E08000034,Kirklees,67.29090909090908,3.8181818181818183
2016,E08000035,Leeds,61.46363636363637,0.6363636363636364
2016,E08000036,Wakefield,57.89090909090908,-3.5454545454545454
2016,E08000037,Gateshead,56.39090909090908,-2.0
2016,E09000001,City of London,,
2016,E09000002,Barking and Dagenham,55.40909090909091,1.3636363636363635
2016,E09000003,Barnet,78.38181818181819,5.636363636363637
2016,E09000004,Bexley,71.78750000000001,0.25
2016,E09000005,Brent,86.0875,17.75
2016,E09000006,Bromley,56.472727272727276,-4.0
2016,E09000007,Camden,74.12727272727273,11.363636363636363
2016,E09000008,Croydon,65.84545454545454,7.636363636363637
2016,E09000009,Ealing,80.4,14.125
2016,E09000010,Enfield,65.4090909090909,6.090909090909091
2016,E09000011,Greenwich,69.25,9.75
2016,E09000012,Hackney,73.53636363636363,11.818181818181818
2016,E09000013,Hammersmith and Fulham,72.10000000000001,12.363636363636363
2016,E09000014,Haringey,69.2909090909091,12.727272727272727
2016,E09000015,Harrow,84.35454545454546,16.272727272727273
2016,E09000016,Havering,58.790909090909096,-2.272727272727273
2016,E09000017,Hillingdon,66.39999999999999,10.090909090909092
2016,E09000018,Hounslow,67.07272727272726,6.454545454545454
2016,E09000019,Islington,76.275,13.25
2016,E09000020,Kensington and Chelsea,81.50909090909092,13.636363636363637
2016,E09000021,Kingston upon Thames,69.58181818181818,6.363636363636363
2016,E09000022,Lambeth,67.54545454545455,10.363636363636363
2016,E09000023,Lewisham,71.54545454545455,12.818181818181818
2016,E09000024,Merton,76.825,9.75
2016,E09000025,Newham,79.2909090909091,15.636363636363637
2016,E09000026,Redbridge,82.66250000000001,12.875
2016,E09000027,Richmond upon Thames,67.49090909090908,5.2727272727272725
2016,E09000028,Southwark,79.425,10.375
2016,E09000029,Sutton,80.15,4.25
2016,E09000030,Tower Hamlets,72.88181818181819,11.181818181818182
2016,E09000031,Waltham Forest,71.66363636363636,14.181818181818182
2016,E09000032,Wandsworth,77.10000000000001,14.272727272727273
2016,E09000033,Westminster,77.5909090909091,15.0
2016,E10000002,Buckinghamshire,64.00909090909092,-1.6363636363636365
2016,E10000003,Cambridgeshire,67.82727272727273,0.45454545454545453
2016,E10000006,Cumbria,57.08181818181818,-4.545454545454546
2016,E10000007,Derbyshire,57.4,-3.0
2016,E10000008,Devon,54.32727272727273,-9.272727272727273
2016,E10000009,Dorset,49.95454545454545,-10.272727272727273
2016,E10000011,East Sussex,50.93636363636363,-8.727272727272727
2016,E10000012,Essex,55.51818181818182,-7.363636363636363
2016,E10000013,Gloucestershire,57.72727272727273,-6.818181818181818
2016,E10000014,Hampshire,59.76363636363636,-4.7272727272727275
2016,E10000015,Hertfordshire,62.85454545454545,1.0
2016,E10000016,Kent,53.372727272727275,-5.7272727272727275
2016,E10000017,Lancashire,66.60909090909091,1.0909090909090908
2016,E10000018,Leicestershire,59.63636363636363,-1.2727272727272727
2016,E10000019,Lincolnshire,58.58181818181818,-2.1818181818181817
2016,E10000020,Norfolk,50.93636363636363,-9.454545454545455
2016,E10000021,Northamptonshire,56.66363636363637,-1.0909090909090908
2016,E10000023,North Yorkshire,63.29090909090908,-0.6363636363636364
2016,E10000024,Nottinghamshire,56.72727272727273,-5.090909090909091
2016,E10000025,Oxfordshire,55.654545454545456,-4.454545454545454
2016,E10000027,Somerset,55.25454545454545,-7.545454545454546
2016,E10000028,Staffordshire,57.51818181818182,-1.0
2016,E10000029,Suffolk,54.42727272727273,-4.181818181818182
2016,E10000030,Surrey,61.63636363636363,-4.545454545454546
2016,E10000031,Warwickshire,63.14545454545455,-0.6363636363636364
2016,E10000032,West Sussex,54.27272727272727,-8.818181818181818
2016,E10000034,Worcestershire,60.59090909090909,-2.0
2017,E06000001,Hartlepool,67.83636363636364,9.545454545454545
2017,E06000002,Middlesbrough,63.27272727272727,5.363636363636363
2017,E06000003,Redcar and Cleveland,79.10909090909091,11.545454545454545
2017,E06000004,Stockton-on-Tees,80.21249999999999,3.125
2017,E06000005,Darlington,67.91818181818182,-1.5454545454545454
2017,E06000006,Halton,57.77272727272727,-1.9090909090909092
2017,E06000007,Warrington,54.67272727272727,-1.7272727272727273
2017,E06000008,Blackburn with Darwen,72.26363636363637,9.636363636363637
2017,E06000009,Blackpool,63.75454545454545,4.545454545454546
2017,E06000010,"Kingston upon Hull, City of",64.06363636363636,3.5454545454545454
2017,E06000011,East Riding of Yorkshire,57.7,-0.6363636363636364
2017,E06000012,North East Lincolnshire,56.38181818181818,-6.0
2017,E06000013,North Lincolnshire,58.46363636363637,-4.818181818181818
2017,E06000014,York,54.31818181818182,-7.363636363636363
2017,E06000015,Derby,63.38181818181818,0.36363636363636365
2017,E06000016,Leicester,67.89999999999999,11.818181818181818
2017,E06000017,Rutland,90.4125,8.375
2017,E06000018,Nottingham,65.92727272727274,3.5454545454545454
2017,E06000019,"Herefordshire, County of",53.67272727272727,-7.545454545454546
2017,E06000020,Telford and Wrekin,78.1375,2.625
2017,E06000021,Stoke-on-Trent,60.91818181818182,3.8181818181818183
2017,E06000022,Bath and North East Somerset,54.554545454545455,-6.909090909090909
2017,E06000023,"Bristol, City of",62.690909090909095,-4.454545454545454
2017,E06000024,North Somerset,59.08181818181818,-3.727272727272727
2017,E06000025,South Gloucestershire,49.07272727272727,-7.363636363636363
2017,E06000026,Plymouth,56.85454545454545,-1.3636363636363635
2017,E06000027,Torbay,58.25454545454545,-5.2727272727272725
2017,E06000028,Bournemouth,67.5,-4.0
2017,E06000029,Poole,52.85454545454545,-8.272727272727273
2017,E06000030,Swindon,46.00909090909091,-11.272727272727273
2017,E06000031,Peterborough,60.42727272727273,1.0909090909090908
2017,E06000032,Luton,74.03636363636363,10.272727272727273
2017,E06000033,Southend-on-Sea,57.45454545454545,-6.7272727272727275
2017,E06000034,Thurrock,62.5,-7.25
2017,E06000035,Medway,48.10909090909092,-9.818181818181818
2017,E06000036,Bracknell Forest,47.8,-12.090909090909092
2017,E06000037,West Berkshire,50.40909090909091,-12.272727272727273
2017,E06000038,Reading,73.10000000000001,0.25
2017,E06000039,Slough,71.05454545454546,4.636363636363637
2017,E06000040,Windsor and Maidenhead,54.66363636363636,-5.7272727272727275
2017,E06000041,Wokingham,70.61666666666666,-0.75
2017,E06000042,Milton Keynes,59.8,1.6363636363636365
2017,E06000043,Brighton and Hove,64.92727272727274,-4.636363636363637
2017,E06000044,Portsmouth,44.75,-15.6
2017,E06000045,Southampton,53.40909090909091,-5.909090909090909
2017,E06000046,Isle of Wight,57.2,0.7272727272727273
2017,E06000047,County Durham,55.309090909090905,-5.2727272727272725
2017,E06000049,Cheshire East,56.81818181818182,-4.363636363636363
2017,E06000050,Cheshire West and Chester,71.87272727272727,-1.4545454545454546
2017,E06000051,Shropshire,57.78181818181818,-6.363636363636363
2017,E06000052,Cornwall,56.10909090909092,-6.2727272727272725
2017,E06000054,Wiltshire,53.98181818181819,-8.636363636363637
2017,E06000055,Bedford,54.23636363636364,-3.727272727272727
2017,E06000056,Central Bedfordshire,55.43636363636363,-3.6363636363636362
2017,E06000057,Northumberland,52.23636363636364,-7.636363636363637
2017,E08000001,Bolton,70.21818181818182,8.090909090909092
2017,E08000002,Bury,65.95,1.625
2017,E08000003,Manchester,72.25454545454545,4.363636363636363
2017,E08000004,Oldham,65.13636363636364,4.818181818181818
2017,E08000005,Rochdale,58.9,-0.7272727272727273
2017,E08000006,Salford,57.27272727272727,-1.1818181818181819
2017,E08000007,Stockport,67.51818181818182,-3.272727272727273
2017,E08000008,Tameside,60.690909090909095,-4.181818181818182
2017,E08000009,Trafford,82.6375,2.625
2017,E08000010,Wigan,65.98181818181818,-1.6363636363636365
2017,E08000011,Knowsley,46.737500000000004,3.875
2017,E08000012,Liverpool,63.7,4.181818181818182
2017,E08000013,St. Helens,66.33636363636364,2.0
2017,E08000014,Sefton,62.209090909090904,1.0909090909090908
2017,E08000015,Wirral,59.46363636363637,-3.8181818181818183
2017,E08000016,Barnsley,63.127272727272725,-0.9090909090909091
2017,E08000017,Doncaster,67.7125,-0.625
2017,E08000018,Rotherham,60.04545454545455,-2.1818181818181817
2017,E08000019,Sheffield,65.97272727272728,4.363636363636363
2017,E08000021,Newcastle upon Tyne,60.39090909090908,1.7272727272727273
2017,E08000022,North Tyneside,76.2625,3.125
2017,E08000023,South Tyneside,59.00909090909091,-3.1818181818181817
2017,E08000024,Sunderland,66.96363636363637,3.272727272727273
2017,E08000025,Birmingham,71.72727272727273,9.0
2017,E08000026,Coventry,63.127272727272725,5.636363636363637
2017,E08000027,Dudley,69.2090909090909,5.181818181818182
2017,E08000028,Sandwell,65.76363636363637,8.181818181818182
2017,E08000029,Solihull,71.3125,3.125
2017,E08000030,Walsall,60.76363636363636,2.0
2017,E08000031,Wolverhampton,64.2090909090909,5.909090909090909
2017,E08000032,Bradford,65.89090909090909,6.909090909090909
2017,E08000033,Calderdale,55.78181818181818,-3.4545454545454546
2017,E08000034,Kirklees,73.26363636363637,4.7272727272727275
2017,E08000035,Leeds,64.93636363636364,2.3636363636363638
2017,E08000036,Wakefield,57.527272727272724,-1.5454545454545454
2017,E08000037,Gateshead,58.76363636363636,-3.8181818181818183
2017,E09000001,City of London,,
2017,E09000002,Barking and Dagenham,65.78181818181818,7.636363636363637
2017,E09000003,Barnet,82.86363636363636,7.090909090909091
2017,E09000004,Bexley,70.5625,-2.25
2017,E09000005,Brent,83.1625,12.125
2017,E09000006,Bromley,54.53636363636363,-6.7272727272727275
2017,E09000007,Camden,71.22727272727273,9.363636363636363
2017,E09000008,Croydon,63.054545454545455,5.909090909090909
2017,E09000009,Ealing,82.825,12.625
2017,E09000010,Enfield,67.33636363636364,4.7272727272727275
2017,E09000011,Greenwich,69.85,7.5
2017,E09000012,Hackney,76.2090909090909,12.181818181818182
2017,E09000013,Hammersmith and Fulham,69.76363636363637,9.727272727272727
2017,E09000014,Haringey,79.64545454545454,14.363636363636363
2017,E09000015,Harrow,85.2909090909091,15.272727272727273
2017,E09000016,Havering,64.16363636363636,0.18181818181818182
2017,E09000017,Hillingdon,66.82727272727273,9.181818181818182
2017,E09000018,Hounslow,66.46363636363637,5.818181818181818
2017,E09000019,Islington,74.3,8.625
2017,E09000020,Kensington and Chelsea,81.68181818181819,11.090909090909092
2017,E09000021,Kingston upon Thames,66.2909090909091,5.7272727272727275
2017,E09000022,Lambeth,66.66363636363636,6.909090909090909
2017,E09000023,Lewisham,74.7909090909091,11.363636363636363
2017,E09000024,Merton,81.9,9.875
2017,E09000025,Newham,79.39999999999999,13.0
2017,E09000026,Redbridge,85.3375,12.625
2017,E09000027,Richmond upon Thames,67.57272727272726,0.36363636363636365
2017,E09000028,Southwark,79.8875,6.875
2017,E09000029,Sutton,77.5,-0.625
2017,E09000030,Tower Hamlets,78.325,10.0
2017,E09000031,Waltham Forest,73.19090909090909,13.454545454545455
2017,E09000032,Wandsworth,78.10909090909091,13.818181818181818
2017,E09000033,Westminster,78.60909090909091,14.0
2017,E10000002,Buckinghamshire,67.49090909090908,-0.2727272727272727
2017,E10000003,Cambridgeshire,65.81818181818181,-4.0
2017,E10000006,Cumbria,58.78181818181818,-5.363636363636363
2017,E10000007,Derbyshire,59.054545454545455,-5.0
2017,E10000008,Devon,56.690909090909095,-7.909090909090909
2017,E10000009,Dorset,54.381818181818176,-7.909090909090909
2017,E10000011,East Sussex,49.39090909090908,-14.636363636363637
2017,E10000012,Essex,56.59090909090909,-7.909090909090909
2017,E10000013,Gloucestershire,60.41818181818182,-8.363636363636363
2017,E10000014,Hampshire,60.23636363636364,-6.363636363636363
2017,E10000015,Hertfordshire,63.85454545454545,0.5454545454545454
2017,E10000016,Kent,56.93636363636363,-5.636363636363637
2017,E10000017,Lancashire,68.19090909090909,1.1818181818181819
2017,E10000018,Leicestershire,59.6,-2.3636363636363638
2017,E10000019,Lincolnshire,60.527272727272724,-2.0
2017,E10000020,Norfolk,54.67272727272727,-7.7272727272727275
2017,E10000021,Northamptonshire,57.154545454545456,-2.3636363636363638
2017,E10000023,North Yorkshire,64.35454545454546,-1.5454545454545454
2017,E10000024,Nottinghamshire,61.31818181818182,-3.5454545454545454
2017,E10000025,Oxfordshire,58.945454545454545,-3.3636363636363638
2017,E10000027,Somerset,60.11818181818182,-4.454545454545454
2017,E10000028,Staffordshire,59.22727272727273,-0.8181818181818182
2017,E10000029,Suffolk,55.25454545454545,-5.2727272727272725
2017,E10000030,Surrey,63.63636363636363,-3.3636363636363638
2017,E10000031,Warwickshire,62.23636363636364,-2.6363636363636362
2017,E10000032,West Sussex,54.309090909090905,-9.272727272727273
2017,E10000034,Worcestershire,59.290909090909096,-5.363636363636363
2018,E06000001,Hartlepool,61.35454545454545,5.181818181818182
2018,E06000002,Middlesbrough,66.78181818181818,8.818181818181818
2018,E06000003,Redcar and Cleveland,70.125,0.125
2018,E06000004,Stockton-on-Tees,69.9090909090909,6.636363636363637
2018,E06000005,Darlington,70.33636363636364,3.0
2018,E06000006,Halton,56.25454545454545,-0.2727272727272727
2018,E06000007,Warrington,51.209090909090904,-5.0
2018,E06000008,Blackburn with Darwen,69.14545454545454,7.909090909090909
2018,E06000009,Blackpool,64.38181818181819,4.2727272727272725
2018,E06000010,"Kingston upon Hull, City of",62.08181818181818,2.272727272727273
